,index,date,time,comp,round,day,venue,gf,ga,opponent,poss,sh,save%,season,team
718,718,2022-08-20,15:30,Bundesliga,Matchweek 3,Sat,Away,3.0,0.0,Leverkusen,44.0,10.0,100.0,2023,Hoffenheim
719,719,2022-08-27,15:30,Bundesliga,Matchweek 4,Sat,Home,1.0,0.0,Augsburg,50.0,21.0,100.0,2023,Hoffenheim
720,720,2022-09-02,20:30,Bundesliga,Matchweek 5,Fri,Away,0.0,1.0,Dortmund,51.0,7.0,80.0,2023,Hoffenheim
721,721,2022-09-10,15:30,Bundesliga,Matchweek 6,Sat,Home,4.0,1.0,Mainz 05,64.0,20.0,50.0,2023,Hoffenheim
722,722,2022-09-18,19:30,Bundesliga,Matchweek 7,Sun,Home,0.0,0.0,Freiburg,50.0,10.0,100.0,2023,Hoffenheim
723,723,2022-10-02,15:30,Bundesliga,Matchweek 8,Sun,Away,1.0,1.0,Hertha BSC,57.0,16.0,80.0,2023,Hoffenheim
724,724,2022-10-07,20:30,Bundesliga,Matchweek 9,Fri,Home,1.0,2.0,Werder Bremen,46.0,17.0,66.7,2023,Hoffenheim
725,725,2022-10-14,20:30,Bundesliga,Matchweek 10,Fri,Away,3.0,0.0,Schalke 04,49.0,15.0,100.0,2023,Hoffenheim
726,726,2022-10-22,15:30,Bundesliga,Matchweek 11,Sat,Home,0.0,2.0,Bayern Munich,42.0,7.0,77.8,2023,Hoffenheim
727,727,2022-10-30,19:30,Bundesliga,Matchweek 12,Sun,Away,1.0,1.0,Köln,64.0,5.0,66.7,2023,Hoffenheim
728,728,2022-11-05,15:30,Bundesliga,Matchweek 13,Sat,Home,1.0,3.0,RB Leipzig,37.0,11.0,62.5,2023,Hoffenheim
729,729,2022-11-09,20:30,Bundesliga,Matchweek 14,Wed,Away,2.0,4.0,Eint Frankfurt,49.0,12.0,42.9,2023,Hoffenheim
730,730,2022-11-12,15:30,Bundesliga,Matchweek 15,Sat,Home,1.0,2.0,Wolfsburg,60.0,22.0,33.3,2023,Hoffenheim
731,731,2023-01-21,15:30,Bundesliga,Matchweek 16,Sat,Away,1.0,3.0,Union Berlin,48.0,12.0,40.0,2023,Hoffenheim
732,732,2023-01-24,20:30,Bundesliga,Matchweek 17,Tue,Home,2.0,2.0,Stuttgart,49.0,15.0,50.0,2023,Hoffenheim
733,733,2023-01-28,15:30,Bundesliga,Matchweek 18,Sat,Home,1.0,4.0,M'Gladbach,51.0,15.0,20.0,2023,Hoffenheim
734,734,2023-02-04,15:30,Bundesliga,Matchweek 19,Sat,Away,2.0,5.0,Bochum,54.0,9.0,50.0,2023,Hoffenheim
735,735,2023-02-11,15:30,Bundesliga,Matchweek 20,Sat,Home,1.0,3.0,Leverkusen,50.0,11.0,25.0,2023,Hoffenheim
736,736,2023-02-17,20:30,Bundesliga,Matchweek 21,Fri,Away,0.0,1.0,Augsburg,54.0,8.0,50.0,2023,Hoffenheim
737,737,2023-02-25,15:30,Bundesliga,Matchweek 22,Sat,Home,0.0,1.0,Dortmund,44.0,13.0,90.9,2023,Hoffenheim
738,738,2023-03-04,15:30,Bundesliga,Matchweek 23,Sat,Away,0.0,1.0,Mainz 05,53.0,15.0,83.3,2023,Hoffenheim
739,739,2023-03-12,15:30,Bundesliga,Matchweek 24,Sun,Away,1.0,2.0,Freiburg,41.0,12.0,33.3,2023,Hoffenheim
740,740,2023-03-18,15:30,Bundesliga,Matchweek 25,Sat,Home,3.0,1.0,Hertha BSC,48.0,14.0,80.0,2023,Hoffenheim
741,741,2023-04-02,17:30,Bundesliga,Matchweek 26,Sun,Away,2.0,1.0,Werder Bremen,43.0,8.0,75.0,2023,Hoffenheim
742,742,2023-04-09,19:30,Bundesliga,Matchweek 27,Sun,Home,2.0,0.0,Schalke 04,46.0,14.0,100.0,2023,Hoffenheim
743,743,2023-04-15,15:30,Bundesliga,Matchweek 28,Sat,Away,1.0,1.0,Bayern Munich,34.0,4.0,87.5,2023,Hoffenheim
744,744,2023-04-22,15:30,Bundesliga,Matchweek 29,Sat,Home,1.0,3.0,Köln,54.0,12.0,66.7,2023,Hoffenheim
745,745,2023-04-29,15:30,Bundesliga,Matchweek 30,Sat,Away,0.0,1.0,RB Leipzig,41.0,5.0,50.0,2023,Hoffenheim
746,746,2023-05-06,15:30,Bundesliga,Matchweek 31,Sat,Home,3.0,1.0,Eint Frankfurt,32.0,7.0,83.3,2023,Hoffenheim
747,747,2023-05-13,15:30,Bundesliga,Matchweek 32,Sat,Away,1.0,2.0,Wolfsburg,54.0,10.0,33.3,2023,Hoffenheim
748,748,2023-05-20,15:30,Bundesliga,Matchweek 33,Sat,Home,4.0,2.0,Union Berlin,43.0,9.0,33.3,2023,Hoffenheim
749,749,2023-05-27,15:30,Bundesliga,Matchweek 34,Sat,Away,1.0,1.0,Stuttgart,43.0,8.0,75.0,2023,Hoffenheim
750,750,2022-08-06,15:30,Bundesliga,Matchweek 1,Sat,Away,2.0,2.0,Wolfsburg,39.0,10.0,33.3,2023,Werder Bremen
751,751,2022-08-13,15:30,Bundesliga,Matchweek 2,Sat,Home,2.0,2.0,Stuttgart,57.0,5.0,71.4,2023,Werder Bremen
752,752,2022-08-20,15:30,Bundesliga,Matchweek 3,Sat,Away,3.0,2.0,Dortmund,50.0,14.0,50.0,2023,Werder Bremen
753,753,2022-08-28,17:30,Bundesliga,Matchweek 4,Sun,Home,3.0,4.0,Eint Frankfurt,54.0,9.0,33.3,2023,Werder Bremen
754,754,2022-09-03,15:30,Bundesliga,Matchweek 5,Sat,Away,2.0,0.0,Bochum,50.0,15.0,100.0,2023,Werder Bremen
755,755,2022-09-09,20:30,Bundesliga,Matchweek 6,Fri,Home,0.0,1.0,Augsburg,68.0,11.0,83.3,2023,Werder Bremen
756,756,2022-09-17,15:30,Bundesliga,Matchweek 7,Sat,Away,1.0,1.0,Leverkusen,46.0,19.0,85.7,2023,Werder Bremen
757,757,2022-10-01,18:30,Bundesliga,Matchweek 8,Sat,Home,5.0,1.0,M'Gladbach,47.0,14.0,87.5,2023,Werder Bremen
758,758,2022-10-07,20:30,Bundesliga,Matchweek 9,Fri,Away,2.0,1.0,Hoffenheim,54.0,7.0,83.3,2023,Werder Bremen
759,759,2022-10-15,15:30,Bundesliga,Matchweek 10,Sat,Home,0.0,2.0,Mainz 05,67.0,14.0,60.0,2023,Werder Bremen
760,760,2022-10-22,15:30,Bundesliga,Matchweek 11,Sat,Away,0.0,2.0,Freiburg,39.0,10.0,85.7,2023,Werder Bremen
761,761,2022-10-28,20:30,Bundesliga,Matchweek 12,Fri,Home,1.0,0.0,Hertha BSC,52.0,16.0,100.0,2023,Werder Bremen
762,762,2022-11-05,18:30,Bundesliga,Matchweek 13,Sat,Home,2.0,1.0,Schalke 04,45.0,11.0,66.7,2023,Werder Bremen
763,763,2022-11-08,20:30,Bundesliga,Matchweek 14,Tue,Away,1.0,6.0,Bayern Munich,39.0,6.0,40.0,2023,Werder Bremen
764,764,2022-11-12,15:30,Bundesliga,Matchweek 15,Sat,Home,1.0,2.0,RB Leipzig,48.0,7.0,33.3,2023,Werder Bremen
765,765,2023-01-21,18:30,Bundesliga,Matchweek 16,Sat,Away,1.0,7.0,Köln,50.0,5.0,0.0,2023,Werder Bremen
766,766,2023-01-25,20:30,Bundesliga,Matchweek 17,Wed,Home,1.0,2.0,Union Berlin,58.0,9.0,60.0,2023,Werder Bremen
767,767,2023-01-28,15:30,Bundesliga,Matchweek 18,Sat,Home,2.0,1.0,Wolfsburg,43.0,13.0,66.7,2023,Werder Bremen
768,768,2023-02-05,15:30,Bundesliga,Matchweek 19,Sun,Away,2.0,0.0,Stuttgart,42.0,9.0,100.0,2023,Werder Bremen
769,769,2023-02-11,15:30,Bundesliga,Matchweek 20,Sat,Home,0.0,2.0,Dortmund,44.0,9.0,77.8,2023,Werder Bremen
770,770,2023-02-18,18:30,Bundesliga,Matchweek 21,Sat,Away,0.0,2.0,Eint Frankfurt,55.0,3.0,66.7,2023,Werder Bremen
771,771,2023-02-25,15:30,Bundesliga,Matchweek 22,Sat,Home,3.0,0.0,Bochum,59.0,11.0,100.0,2023,Werder Bremen
772,772,2023-03-04,15:30,Bundesliga,Matchweek 23,Sat,Away,1.0,2.0,Augsburg,62.0,20.0,60.0,2023,Werder Bremen
773,773,2023-03-12,17:30,Bundesliga,Matchweek 24,Sun,Home,2.0,3.0,Leverkusen,53.0,11.0,40.0,2023,Werder Bremen
774,774,2023-03-17,20:30,Bundesliga,Matchweek 25,Fri,Away,2.0,2.0,M'Gladbach,42.0,8.0,75.0,2023,Werder Bremen
775,775,2023-04-02,17:30,Bundesliga,Matchweek 26,Sun,Home,1.0,2.0,Hoffenheim,57.0,12.0,0.0,2023,Werder Bremen
776,776,2023-04-08,15:30,Bundesliga,Matchweek 27,Sat,Away,2.0,2.0,Mainz 05,49.0,9.0,80.0,2023,Werder Bremen
777,777,2023-04-16,15:30,Bundesliga,Matchweek 28,Sun,Home,1.0,2.0,Freiburg,50.0,13.0,33.3,2023,Werder Bremen
778,778,2023-04-22,15:30,Bundesliga,Matchweek 29,Sat,Away,4.0,2.0,Hertha BSC,46.0,13.0,80.0,2023,Werder Bremen
779,779,2023-04-29,18:30,Bundesliga,Matchweek 30,Sat,Away,1.0,2.0,Schalke 04,43.0,10.0,80.0,2023,Werder Bremen
780,780,2023-05-06,18:30,Bundesliga,Matchweek 31,Sat,Home,1.0,2.0,Bayern Munich,33.0,13.0,50.0,2023,Werder Bremen
781,781,2023-05-14,17:30,Bundesliga,Matchweek 32,Sun,Away,1.0,2.0,RB Leipzig,39.0,6.0,71.4,2023,Werder Bremen
782,782,2023-05-20,15:30,Bundesliga,Matchweek 33,Sat,Home,1.0,1.0,Köln,44.0,14.0,75.0,2023,Werder Bremen
783,783,2023-05-27,15:30,Bundesliga,Matchweek 34,Sat,Away,0.0,1.0,Union Berlin,52.0,7.0,75.0,2023,Werder Bremen
784,784,2022-08-06,15:30,Bundesliga,Matchweek 1,Sat,Home,1.0,2.0,Mainz 05,59.0,16.0,66.7,2023,Bochum
785,785,2022-08-13,15:30,Bundesliga,Matchweek 2,Sat,Away,2.0,3.0,Hoffenheim,41.0,11.0,75.0,2023,Bochum
786,786,2022-08-21,17:30,Bundesliga,Matchweek 3,Sun,Home,0.0,7.0,Bayern Munich,36.0,13.0,50.0,2023,Bochum
787,787,2022-08-26,20:30,Bundesliga,Matchweek 4,Fri,Away,0.0,1.0,Freiburg,52.0,15.0,92.3,2023,Bochum
788,788,2022-09-03,15:30,Bundesliga,Matchweek 5,Sat,Home,0.0,2.0,Werder Bremen,50.0,19.0,85.7,2023,Bochum
789,789,2022-09-10,18:30,Bundesliga,Matchweek 6,Sat,Away,1.0,3.0,Schalke 04,55.0,10.0,62.5,2023,Bochum
790,790,2022-09-18,17:30,Bundesliga,Matchweek 7,Sun,Home,1.0,1.0,Köln,35.0,7.0,66.7,2023,Bochum
791,791,2022-10-01,15:30,Bundesliga,Matchweek 8,Sat,Away,0.0,4.0,RB Leipzig,30.0,2.0,66.7,2023,Bochum
792,792,2022-10-08,15:30,Bundesliga,Matchweek 9,Sat,Home,3.0,0.0,Eint Frankfurt,46.0,11.0,100.0,2023,Bochum
793,793,2022-10-15,15:30,Bundesliga,Matchweek 10,Sat,Away,1.0,4.0,Stuttgart,52.0,15.0,57.1,2023,Bochum
794,794,2022-10-23,15:30,Bundesliga,Matchweek 11,Sun,Home,2.0,1.0,Union Berlin,47.0,9.0,66.7,2023,Bochum
795,795,2022-10-29,15:30,Bundesliga,Matchweek 12,Sat,Away,0.0,4.0,Wolfsburg,48.0,10.0,33.3,2023,Bochum
796,796,2022-11-05,15:30,Bundesliga,Matchweek 13,Sat,Away,0.0,3.0,Dortmund,40.0,7.0,33.3,2023,Bochum
797,797,2022-11-08,20:30,Bundesliga,Matchweek 14,Tue,Home,2.0,1.0,M'Gladbach,46.0,13.0,50.0,2023,Bochum
798,798,2022-11-12,15:30,Bundesliga,Matchweek 15,Sat,Away,1.0,0.0,Augsburg,46.0,11.0,100.0,2023,Bochum
799,799,2023-01-21,15:30,Bundesliga,Matchweek 16,Sat,Home,3.0,1.0,Hertha BSC,49.0,10.0,50.0,2023,Bochum
800,800,2023-01-25,20:30,Bundesliga,Matchweek 17,Wed,Away,0.0,2.0,Leverkusen,44.0,11.0,75.0,2023,Bochum
801,801,2023-01-28,15:30,Bundesliga,Matchweek 18,Sat,Away,2.0,5.0,Mainz 05,58.0,15.0,28.6,2023,Bochum
802,802,2023-02-04,15:30,Bundesliga,Matchweek 19,Sat,Home,5.0,2.0,Hoffenheim,46.0,16.0,50.0,2023,Bochum
803,803,2023-02-11,15:30,Bundesliga,Matchweek 20,Sat,Away,0.0,3.0,Bayern Munich,36.0,7.0,83.3,2023,Bochum
804,804,2023-02-18,15:30,Bundesliga,Matchweek 21,Sat,Home,0.0,2.0,Freiburg,48.0,16.0,60.0,2023,Bochum
805,805,2023-02-25,15:30,Bundesliga,Matchweek 22,Sat,Away,0.0,3.0,Werder Bremen,41.0,7.0,50.0,2023,Bochum
806,806,2023-03-04,15:30,Bundesliga,Matchweek 23,Sat,Home,0.0,2.0,Schalke 04,61.0,7.0,50.0,2023,Bochum
807,807,2023-03-10,20:30,Bundesliga,Matchweek 24,Fri,Away,2.0,0.0,Köln,37.0,8.0,100.0,2023,Bochum
808,808,2023-03-18,15:30,Bundesliga,Matchweek 25,Sat,Home,1.0,0.0,RB Leipzig,35.0,8.0,100.0,2023,Bochum
809,809,2023-03-31,20:30,Bundesliga,Matchweek 26,Fri,Away,1.0,1.0,Eint Frankfurt,27.0,7.0,100.0,2023,Bochum
810,810,2023-04-09,17:30,Bundesliga,Matchweek 27,Sun,Home,2.0,3.0,Stuttgart,55.0,11.0,57.1,2023,Bochum
811,811,2023-04-16,17:30,Bundesliga,Matchweek 28,Sun,Away,1.0,1.0,Union Berlin,60.0,13.0,50.0,2023,Bochum
812,812,2023-04-22,15:30,Bundesliga,Matchweek 29,Sat,Home,1.0,5.0,Wolfsburg,55.0,24.0,28.6,2023,Bochum
813,813,2023-04-28,20:30,Bundesliga,Matchweek 30,Fri,Home,1.0,1.0,Dortmund,34.0,13.0,85.7,2023,Bochum
814,814,2023-05-06,15:30,Bundesliga,Matchweek 31,Sat,Away,0.0,2.0,M'Gladbach,45.0,14.0,77.8,2023,Bochum
815,815,2023-05-13,15:30,Bundesliga,Matchweek 32,Sat,Home,3.0,2.0,Augsburg,55.0,13.0,0.0,2023,Bochum
816,816,2023-05-20,15:30,Bundesliga,Matchweek 33,Sat,Away,1.0,1.0,Hertha BSC,50.0,16.0,66.7,2023,Bochum
817,817,2023-05-27,15:30,Bundesliga,Matchweek 34,Sat,Home,3.0,0.0,Leverkusen,50.0,12.0,100.0,2023,Bochum
818,818,2022-08-06,15:30,Bundesliga,Matchweek 1,Sat,Home,0.0,4.0,Freiburg,53.0,11.0,42.9,2023,Augsburg
819,819,2022-08-13,15:30,Bundesliga,Matchweek 2,Sat,Away,2.0,1.0,Leverkusen,34.0,6.0,90.0,2023,Augsburg
820,820,2022-08-20,15:30,Bundesliga,Matchweek 3,Sat,Home,1.0,2.0,Mainz 05,50.0,7.0,66.7,2023,Augsburg
821,821,2022-08-27,15:30,Bundesliga,Matchweek 4,Sat,Away,0.0,1.0,Hoffenheim,50.0,11.0,80.0,2023,Augsburg
822,822,2022-09-04,15:30,Bundesliga,Matchweek 5,Sun,Home,0.0,2.0,Hertha BSC,48.0,7.0,66.7,2023,Augsburg
823,823,2022-09-09,20:30,Bundesliga,Matchweek 6,Fri,Away,1.0,0.0,Werder Bremen,32.0,15.0,100.0,2023,Augsburg
824,824,2022-09-17,15:30,Bundesliga,Matchweek 7,Sat,Home,1.0,0.0,Bayern Munich,24.0,10.0,100.0,2023,Augsburg
825,825,2022-10-02,17:30,Bundesliga,Matchweek 8,Sun,Away,3.0,2.0,Schalke 04,44.0,12.0,66.7,2023,Augsburg
826,826,2022-10-08,15:30,Bundesliga,Matchweek 9,Sat,Home,1.0,1.0,Wolfsburg,49.0,17.0,85.7,2023,Augsburg
827,827,2022-10-16,15:30,Bundesliga,Matchweek 10,Sun,Away,2.0,3.0,Köln,36.0,5.0,40.0,2023,Augsburg
828,828,2022-10-22,15:30,Bundesliga,Matchweek 11,Sat,Home,3.0,3.0,RB Leipzig,33.0,8.0,57.1,2023,Augsburg
829,829,2022-10-29,15:30,Bundesliga,Matchweek 12,Sat,Away,1.0,2.0,Stuttgart,38.0,11.0,66.7,2023,Augsburg
830,830,2022-11-05,15:30,Bundesliga,Matchweek 13,Sat,Home,1.0,2.0,Eint Frankfurt,42.0,10.0,71.4,2023,Augsburg
831,831,2022-11-09,20:30,Bundesliga,Matchweek 14,Wed,Away,2.0,2.0,Union Berlin,41.0,7.0,66.7,2023,Augsburg
832,832,2022-11-12,15:30,Bundesliga,Matchweek 15,Sat,Home,0.0,1.0,Bochum,54.0,17.0,75.0,2023,Augsburg
833,833,2023-01-22,15:30,Bundesliga,Matchweek 16,Sun,Away,3.0,4.0,Dortmund,32.0,14.0,55.6,2023,Augsburg
834,834,2023-01-25,20:30,Bundesliga,Matchweek 17,Wed,Home,1.0,0.0,M'Gladbach,44.0,14.0,100.0,2023,Augsburg
835,835,2023-01-28,15:30,Bundesliga,Matchweek 18,Sat,Away,1.0,3.0,Freiburg,54.0,14.0,66.7,2023,Augsburg
836,836,2023-02-03,20:30,Bundesliga,Matchweek 19,Fri,Home,1.0,0.0,Leverkusen,41.0,10.0,100.0,2023,Augsburg
837,837,2023-02-11,15:30,Bundesliga,Matchweek 20,Sat,Away,1.0,3.0,Mainz 05,50.0,12.0,50.0,2023,Augsburg
838,838,2023-02-17,20:30,Bundesliga,Matchweek 21,Fri,Home,1.0,0.0,Hoffenheim,46.0,13.0,100.0,2023,Augsburg
839,839,2023-02-25,15:30,Bundesliga,Matchweek 22,Sat,Away,0.0,2.0,Hertha BSC,56.0,8.0,33.3,2023,Augsburg
840,840,2023-03-04,15:30,Bundesliga,Matchweek 23,Sat,Home,2.0,1.0,Werder Bremen,38.0,9.0,85.7,2023,Augsburg
841,841,2023-03-11,15:30,Bundesliga,Matchweek 24,Sat,Away,3.0,5.0,Bayern Munich,35.0,12.0,37.5,2023,Augsburg
842,842,2023-03-18,15:30,Bundesliga,Matchweek 25,Sat,Home,1.0,1.0,Schalke 04,43.0,9.0,100.0,2023,Augsburg
843,843,2023-04-01,15:30,Bundesliga,Matchweek 26,Sat,Away,2.0,2.0,Wolfsburg,32.0,5.0,60.0,2023,Augsburg
844,844,2023-04-08,15:30,Bundesliga,Matchweek 27,Sat,Home,1.0,3.0,Köln,53.0,13.0,50.0,2023,Augsburg
845,845,2023-04-15,15:30,Bundesliga,Matchweek 28,Sat,Away,2.0,3.0,RB Leipzig,42.0,12.0,50.0,2023,Augsburg
846,846,2023-04-21,20:30,Bundesliga,Matchweek 29,Fri,Home,1.0,1.0,Stuttgart,38.0,4.0,66.7,2023,Augsburg
847,847,2023-04-29,15:30,Bundesliga,Matchweek 30,Sat,Away,1.0,1.0,Eint Frankfurt,41.0,10.0,0.0,2023,Augsburg
848,848,2023-05-06,15:30,Bundesliga,Matchweek 31,Sat,Home,1.0,0.0,Union Berlin,38.0,13.0,100.0,2023,Augsburg
849,849,2023-05-13,15:30,Bundesliga,Matchweek 32,Sat,Away,2.0,3.0,Bochum,45.0,15.0,62.5,2023,Augsburg
850,850,2023-05-21,17:30,Bundesliga,Matchweek 33,Sun,Home,0.0,3.0,Dortmund,36.0,4.0,70.0,2023,Augsburg
851,851,2023-05-27,15:30,Bundesliga,Matchweek 34,Sat,Away,0.0,2.0,M'Gladbach,26.0,9.0,71.4,2023,Augsburg
852,852,2022-08-07,15:30,Bundesliga,Matchweek 1,Sun,Home,1.0,1.0,RB Leipzig,33.0,11.0,88.9,2023,Stuttgart
853,853,2022-08-13,15:30,Bundesliga,Matchweek 2,Sat,Away,2.0,2.0,Werder Bremen,43.0,14.0,33.3,2023,Stuttgart
854,854,2022-08-20,15:30,Bundesliga,Matchweek 3,Sat,Home,0.0,1.0,Freiburg,60.0,17.0,66.7,2023,Stuttgart
855,855,2022-08-28,15:30,Bundesliga,Matchweek 4,Sun,Away,0.0,0.0,Köln,37.0,14.0,100.0,2023,Stuttgart
856,856,2022-09-03,15:30,Bundesliga,Matchweek 5,Sat,Home,1.0,1.0,Schalke 04,43.0,13.0,50.0,2023,Stuttgart
857,857,2022-09-10,15:30,Bundesliga,Matchweek 6,Sat,Away,2.0,2.0,Bayern Munich,34.0,6.0,66.7,2023,Stuttgart
858,858,2022-09-17,15:30,Bundesliga,Matchweek 7,Sat,Home,1.0,3.0,Eint Frankfurt,56.0,15.0,62.5,2023,Stuttgart
859,859,2022-10-01,15:30,Bundesliga,Matchweek 8,Sat,Away,2.0,3.0,Wolfsburg,43.0,14.0,50.0,2023,Stuttgart
860,860,2022-10-09,19:30,Bundesliga,Matchweek 9,Sun,Home,0.0,1.0,Union Berlin,52.0,9.0,75.0,2023,Stuttgart
861,861,2022-10-15,15:30,Bundesliga,Matchweek 10,Sat,Home,4.0,1.0,Bochum,48.0,16.0,80.0,2023,Stuttgart
862,862,2022-10-22,15:30,Bundesliga,Matchweek 11,Sat,Away,0.0,5.0,Dortmund,40.0,10.0,50.0,2023,Stuttgart
863,863,2022-10-29,15:30,Bundesliga,Matchweek 12,Sat,Home,2.0,1.0,Augsburg,62.0,29.0,75.0,2023,Stuttgart
864,864,2022-11-04,20:30,Bundesliga,Matchweek 13,Fri,Away,1.0,3.0,M'Gladbach,45.0,13.0,50.0,2023,Stuttgart
865,865,2022-11-08,20:30,Bundesliga,Matchweek 14,Tue,Home,2.0,1.0,Hertha BSC,60.0,17.0,50.0,2023,Stuttgart
866,866,2022-11-12,15:30,Bundesliga,Matchweek 15,Sat,Away,0.0,2.0,Leverkusen,55.0,7.0,33.3,2023,Stuttgart
867,867,2023-01-21,15:30,Bundesliga,Matchweek 16,Sat,Home,1.0,1.0,Mainz 05,55.0,16.0,100.0,2023,Stuttgart
868,868,2023-01-24,20:30,Bundesliga,Matchweek 17,Tue,Away,2.0,2.0,Hoffenheim,51.0,8.0,66.7,2023,Stuttgart
869,869,2023-01-27,20:30,Bundesliga,Matchweek 18,Fri,Away,1.0,2.0,RB Leipzig,46.0,11.0,50.0,2023,Stuttgart
870,870,2023-02-05,15:30,Bundesliga,Matchweek 19,Sun,Home,0.0,2.0,Werder Bremen,58.0,17.0,33.3,2023,Stuttgart
871,871,2023-02-11,15:30,Bundesliga,Matchweek 20,Sat,Away,1.0,2.0,Freiburg,47.0,15.0,100.0,2023,Stuttgart
872,872,2023-02-18,15:30,Bundesliga,Matchweek 21,Sat,Home,3.0,0.0,Köln,45.0,17.0,100.0,2023,Stuttgart
873,873,2023-02-25,18:30,Bundesliga,Matchweek 22,Sat,Away,1.0,2.0,Schalke 04,65.0,17.0,66.7,2023,Stuttgart
874,874,2023-03-04,18:30,Bundesliga,Matchweek 23,Sat,Home,1.0,2.0,Bayern Munich,40.0,10.0,66.7,2023,Stuttgart
875,875,2023-03-11,15:30,Bundesliga,Matchweek 24,Sat,Away,1.0,1.0,Eint Frankfurt,48.0,10.0,0.0,2023,Stuttgart
876,876,2023-03-18,15:30,Bundesliga,Matchweek 25,Sat,Home,0.0,1.0,Wolfsburg,57.0,12.0,66.7,2023,Stuttgart
877,877,2023-04-01,15:30,Bundesliga,Matchweek 26,Sat,Away,0.0,3.0,Union Berlin,61.0,17.0,40.0,2023,Stuttgart
878,878,2023-04-09,17:30,Bundesliga,Matchweek 27,Sun,Away,3.0,2.0,Bochum,45.0,15.0,80.0,2023,Stuttgart
879,879,2023-04-15,15:30,Bundesliga,Matchweek 28,Sat,Home,3.0,3.0,Dortmund,43.0,12.0,50.0,2023,Stuttgart
880,880,2023-04-21,20:30,Bundesliga,Matchweek 29,Fri,Away,1.0,1.0,Augsburg,62.0,7.0,0.0,2023,Stuttgart
881,881,2023-04-29,15:30,Bundesliga,Matchweek 30,Sat,Home,2.0,1.0,M'Gladbach,42.0,16.0,100.0,2023,Stuttgart
882,882,2023-05-06,15:30,Bundesliga,Matchweek 31,Sat,Away,1.0,2.0,Hertha BSC,70.0,14.0,33.3,2023,Stuttgart
883,883,2023-05-14,15:30,Bundesliga,Matchweek 32,Sun,Home,1.0,1.0,Leverkusen,52.0,8.0,100.0,2023,Stuttgart
884,884,2023-05-21,15:30,Bundesliga,Matchweek 33,Sun,Away,4.0,1.0,Mainz 05,53.0,7.0,83.3,2023,Stuttgart
885,885,2023-05-27,15:30,Bundesliga,Matchweek 34,Sat,Home,1.0,1.0,Hoffenheim,57.0,23.0,50.0,2023,Stuttgart
886,886,2022-08-07,17:30,Bundesliga,Matchweek 1,Sun,Away,1.0,3.0,Köln,25.0,5.0,70.0,2023,Schalke 04
887,887,2022-08-13,18:30,Bundesliga,Matchweek 2,Sat,Home,2.0,2.0,M'Gladbach,33.0,11.0,75.0,2023,Schalke 04
888,888,2022-08-20,15:30,Bundesliga,Matchweek 3,Sat,Away,0.0,0.0,Wolfsburg,29.0,9.0,100.0,2023,Schalke 04
889,889,2022-08-27,15:30,Bundesliga,Matchweek 4,Sat,Home,1.0,6.0,Union Berlin,59.0,15.0,14.3,2023,Schalke 04
890,890,2022-09-03,15:30,Bundesliga,Matchweek 5,Sat,Away,1.0,1.0,Stuttgart,57.0,12.0,66.7,2023,Schalke 04
891,891,2022-09-10,18:30,Bundesliga,Matchweek 6,Sat,Home,3.0,1.0,Bochum,45.0,20.0,50.0,2023,Schalke 04
892,892,2022-09-17,15:30,Bundesliga,Matchweek 7,Sat,Away,0.0,1.0,Dortmund,35.0,3.0,80.0,2023,Schalke 04
893,893,2022-10-02,17:30,Bundesliga,Matchweek 8,Sun,Home,2.0,3.0,Augsburg,56.0,17.0,50.0,2023,Schalke 04
894,894,2022-10-08,15:30,Bundesliga,Matchweek 9,Sat,Away,0.0,4.0,Leverkusen,40.0,2.0,42.9,2023,Schalke 04
895,895,2022-10-14,20:30,Bundesliga,Matchweek 10,Fri,Home,0.0,3.0,Hoffenheim,51.0,15.0,85.7,2023,Schalke 04
896,896,2022-10-23,17:30,Bundesliga,Matchweek 11,Sun,Away,1.0,2.0,Hertha BSC,46.0,9.0,50.0,2023,Schalke 04
897,897,2022-10-30,17:30,Bundesliga,Matchweek 12,Sun,Home,0.0,2.0,Freiburg,45.0,12.0,87.5,2023,Schalke 04
898,898,2022-11-05,18:30,Bundesliga,Matchweek 13,Sat,Away,1.0,2.0,Werder Bremen,55.0,19.0,60.0,2023,Schalke 04
899,899,2022-11-09,20:30,Bundesliga,Matchweek 14,Wed,Home,1.0,0.0,Mainz 05,45.0,14.0,100.0,2023,Schalke 04
900,900,2022-11-12,18:30,Bundesliga,Matchweek 15,Sat,Home,0.0,2.0,Bayern Munich,32.0,7.0,66.7,2023,Schalke 04
901,901,2023-01-21,15:30,Bundesliga,Matchweek 16,Sat,Away,0.0,3.0,Eint Frankfurt,57.0,19.0,0.0,2023,Schalke 04
902,902,2023-01-24,18:30,Bundesliga,Matchweek 17,Tue,Home,1.0,6.0,RB Leipzig,43.0,9.0,57.1,2023,Schalke 04
903,903,2023-01-29,15:30,Bundesliga,Matchweek 18,Sun,Home,0.0,0.0,Köln,54.0,17.0,,2023,Schalke 04
904,904,2023-02-04,18:30,Bundesliga,Matchweek 19,Sat,Away,0.0,0.0,M'Gladbach,46.0,19.0,100.0,2023,Schalke 04
905,905,2023-02-10,20:30,Bundesliga,Matchweek 20,Fri,Home,0.0,0.0,Wolfsburg,53.0,20.0,100.0,2023,Schalke 04
